id,user_id,rank,aggregate,calculators_data,is_deleted,created_at
17,95,2,535.1383086698951,"[{""id"":1781949622241,""name"":""Mathematics Extension 1"",""percentile"":90.53254437869822,""hsc"":96.21301775147928,""atar"":94.69822485207101,""units"":1,""aggregateContribution"":47.349112426035504,""exclude"":false,""countedUnits"":1},{""id"":1781949617174,""name"":""English Extension 1"",""percentile"":94.30379746835443,""hsc"":96.58227848101266,""atar"":93.0506329113924,""units"":1,""aggregateContribution"":46.5253164556962,""exclude"":false,""countedUnits"":1},{""id"":1781949658673,""name"":""Physics"",""percentile"":94.9579831932773,""hsc"":95.46218487394957,""atar"":92.94117647058822,""units"":2,""aggregateContribution"":92.94117647058822,""exclude"":false,""countedUnits"":2},{""id"":1781949662691,""name"":""Chemistry"",""percentile"":93.75,""hsc"":93.75,""atar"":92,""units"":2,""aggregateContribution"":92,""exclude"":false,""countedUnits"":2},{""id"":1781949627440,""name"":""Mathematics Advanced"",""percentile"":90.53254437869822,""hsc"":94.31952662721893,""atar"":86.55621301775147,""units"":2,""aggregateContribution"":86.55621301775147,""exclude"":false,""countedUnits"":2},{""id"":1781949670591,""name"":""Biology"",""percentile"":92.85714285714286,""hsc"":91.42857142857143,""atar"":85.57142857142858,""units"":2,""aggregateContribution"":85.57142857142858,""exclude"":false,""countedUnits"":2},{""id"":1781949591008,""name"":""English Advanced"",""percentile"":87.96296296296296,""hsc"":90.45679012345678,""atar"":84.19506172839506,""units"":2,""aggregateContribution"":84.19506172839506,""exclude"":false,""countedUnits"":2}]",0,20/6/2026 10:06
18,33,13,514.6678073744979,"[{""id"":1781949445877,""name"":""English Advanced"",""percentile"":98.61111111111111,""hsc"":98.75,""atar"":97.94444444444444,""units"":2,""aggregateContribution"":97.94444444444444,""exclude"":false,""countedUnits"":2},{""id"":1781354929014,""name"":""Studies of Religion 1-unit"",""percentile"":98.83720930232558,""hsc"":99.06976744186046,""atar"":97.65116279069767,""units"":1,""aggregateContribution"":48.825581395348834,""exclude"":false,""countedUnits"":1},{""id"":1781949550915,""name"":""Biology"",""percentile"":95.71428571428572,""hsc"":94.85714285714286,""atar"":91.34285714285716,""units"":2,""aggregateContribution"":91.34285714285716,""exclude"":false,""countedUnits"":2},{""id"":1781949542165,""name"":""Chemistry"",""percentile"":89.58333333333334,""hsc"":89.83333333333334,""atar"":86.9888888888889,""units"":2,""aggregateContribution"":86.9888888888889,""exclude"":false,""countedUnits"":2},{""id"":1781949521002,""name"":""Mathematics Extension 1"",""percentile"":56.80473372781065,""hsc"":91.56331360946746,""atar"":82.23076923076923,""units"":1,""aggregateContribution"":41.11538461538461,""exclude"":false,""countedUnits"":1},{""id"":1781949769142,""name"":""Chinese Continuers"",""percentile"":76,""hsc"":95.13333333333334,""atar"":80.84,""units"":2,""aggregateContribution"":80.84,""exclude"":false,""countedUnits"":2},{""id"":1781949513538,""name"":""Mathematics Advanced"",""percentile"":56.80473372781065,""hsc"":81.86745562130177,""atar"":67.61065088757397,""units"":2,""aggregateContribution"":67.61065088757397,""exclude"":false,""countedUnits"":2}]",0,20/6/2026 10:12
20,11,81,413.30800000000005,"[{""id"":1781951200821,""name"":""Mathematics Extension 1"",""percentile"":99,""hsc"":99.6,""atar"":99.44,""units"":1,""aggregateContribution"":49.72,""exclude"":false,""countedUnits"":1},{""id"":1781951194305,""name"":""Mathematics Advanced"",""percentile"":99,""hsc"":99.4,""atar"":98.58,""units"":2,""aggregateContribution"":98.58,""exclude"":false,""countedUnits"":2},{""id"":1781951238237,""name"":""Chemistry"",""percentile"":46,""hsc"":73.184,""atar"":66.00800000000001,""units"":2,""aggregateContribution"":66.00800000000001,""exclude"":false,""countedUnits"":2},{""id"":1781951222919,""name"":""Physics"",""percentile"":53,""hsc"":75.2,""atar"":63.872,""units"":2,""aggregateContribution"":63.872,""exclude"":false,""countedUnits"":2},{""id"":1781951174813,""name"":""English Advanced"",""percentile"":33,""hsc"":71.25200000000001,""atar"":58.976,""units"":2,""aggregateContribution"":58.976,""exclude"":false,""countedUnits"":2},{""id"":1781951211288,""name"":""Studies of Religion 1-unit"",""percentile"":10,""hsc"":55.519999999999996,""atar"":51.08,""units"":1,""aggregateContribution"":25.54,""exclude"":false,""countedUnits"":1},{""id"":1781951258385,""name"":""Software Engineering"",""percentile"":9,""hsc"":54.536,""atar"":50.612,""units"":2,""aggregateContribution"":50.612,""exclude"":false,""countedUnits"":2}]",0,20/6/2026 10:27
21,17,67,464.73199999999997,"[{""id"":1781739849740,""name"":""Mathematics Extension 1"",""percentile"":94,""hsc"":97.6,""atar"":96.64,""units"":1,""aggregateContribution"":48.32,""exclude"":false,""countedUnits"":1},{""id"":1780308492411,""name"":""Software Engineering"",""percentile"":96,""hsc"":95.6,""atar"":92.4,""units"":2,""aggregateContribution"":92.4,""exclude"":false,""countedUnits"":2},{""id"":1780315027665,""name"":""Mathematics Advanced"",""percentile"":94,""hsc"":96.4,""atar"":91.48,""units"":2,""aggregateContribution"":91.48,""exclude"":false,""countedUnits"":2},{""id"":1780308488150,""name"":""Physics"",""percentile"":88,""hsc"":90.06666666666666,""atar"":84.88,""units"":2,""aggregateContribution"":84.88,""exclude"":false,""countedUnits"":2},{""id"":1781496915568,""name"":""English Extension 1"",""percentile"":52,""hsc"":88.32,""atar"":74.44,""units"":1,""aggregateContribution"":37.22,""exclude"":false,""countedUnits"":1},{""id"":1781496912388,""name"":""Economics"",""percentile"":28,""hsc"":65.68,""atar"":57.168,""units"":2,""aggregateContribution"":57.168,""exclude"":false,""countedUnits"":2},{""id"":1781739557993,""name"":""English Advanced"",""percentile"":12,""hsc"":57.728,""atar"":53.264,""units"":2,""aggregateContribution"":53.264,""exclude"":false,""countedUnits"":2}]",0,20/6/2026 10:33
25,8,35,463.624,"[{""id"":1780308399311,""name"":""Mathematics Extension 1"",""percentile"":71,""hsc"":91.904,""atar"":88.136,""units"":1,""aggregateContribution"":44.068,""exclude"":false,""countedUnits"":1},{""id"":1780308401739,""name"":""English Advanced"",""percentile"":88,""hsc"":90.46666666666667,""atar"":84.21333333333334,""units"":2,""aggregateContribution"":84.21333333333334,""exclude"":false,""countedUnits"":2},{""id"":1780308532124,""name"":""Chemistry"",""percentile"":82,""hsc"":86.8,""atar"":83.14666666666666,""units"":2,""aggregateContribution"":83.14666666666666,""exclude"":false,""countedUnits"":2},{""id"":1781524449639,""name"":""English Extension 1"",""percentile"":78,""hsc"":92.4,""atar"":83,""units"":1,""aggregateContribution"":41.5,""exclude"":false,""countedUnits"":1},{""id"":1781524467628,""name"":""Mathematics Advanced"",""percentile"":71,""hsc"":87.432,""atar"":75.56,""units"":2,""aggregateContribution"":75.56,""exclude"":false,""countedUnits"":2},{""id"":1780308410147,""name"":""Physics"",""percentile"":69,""hsc"":81.6,""atar"":73.856,""units"":2,""aggregateContribution"":73.856,""exclude"":false,""countedUnits"":2},{""id"":1780308316143,""name"":""Engineering Studies"",""percentile"":65,""hsc"":78.03999999999999,""atar"":61.28,""units"":2,""aggregateContribution"":61.28,""exclude"":false,""countedUnits"":2}]",0,20/6/2026 10:41
30,30,3,532.1293612,"[{""id"":1781954858753,""name"":""Studies of Religion 2-unit"",""percentile"":97.67441860465115,""hsc"":97.67441860465115,""atar"":95.58139534883719,""units"":2,""aggregateContribution"":95.58139534883719,""exclude"":false,""countedUnits"":2},{""id"":1781954809136,""name"":""Mathematics Extension 1"",""percentile"":88.16568047337279,""hsc"":95.51084812623274,""atar"":93.83747534516766,""units"":1,""aggregateContribution"":46.91873767258383,""exclude"":false,""countedUnits"":1},{""id"":1781954818408,""name"":""English Advanced"",""percentile"":93.98148148148148,""hsc"":94.58333333333333,""atar"":91.0925925925926,""units"":2,""aggregateContribution"":91.0925925925926,""exclude"":false,""countedUnits"":2},{""id"":1781954845570,""name"":""Physics"",""percentile"":92.43697478991596,""hsc"":93.19327731092437,""atar"":89.41176470588235,""units"":2,""aggregateContribution"":89.41176470588235,""exclude"":false,""countedUnits"":2},{""id"":1781954828342,""name"":""Chemistry"",""percentile"":89.58333333333334,""hsc"":89.83333333333334,""atar"":86.9888888888889,""units"":2,""aggregateContribution"":86.9888888888889,""exclude"":false,""countedUnits"":2},{""id"":1781954802703,""name"":""Mathematics Advanced"",""percentile"":88.16568047337279,""hsc"":93.38856015779093,""atar"":84.82169625246549,""units"":2,""aggregateContribution"":84.82169625246549,""exclude"":false,""countedUnits"":2},{""id"":1781954877508,""name"":""Business Studies"",""percentile"":85.71428571428572,""hsc"":88.28571428571429,""atar"":74.62857142857143,""units"":2,""aggregateContribution"":74.62857142857143,""exclude"":false,""countedUnits"":1}]",0,20/6/2026 11:28
33,192,52,430.05947073434595,"[{""id"":1781956495473,""name"":""Software Engineering"",""percentile"":90.9090909090909,""hsc"":90,""atar"":82.72727272727272,""units"":2,""aggregateContribution"":82.72727272727272,""exclude"":false,""countedUnits"":2},{""id"":1781956486701,""name"":""English Extension 1"",""percentile"":71.51898734177216,""hsc"":91.44303797468355,""atar"":80.6860759493671,""units"":1,""aggregateContribution"":40.34303797468355,""exclude"":false,""countedUnits"":1},{""id"":1781956478593,""name"":""English Advanced"",""percentile"":78.24074074074075,""hsc"":87.8641975308642,""atar"":79.39876543209877,""units"":2,""aggregateContribution"":79.39876543209877,""exclude"":false,""countedUnits"":2},{""id"":1781956461092,""name"":""Engineering Studies"",""percentile"":83.87096774193549,""hsc"":85.73118279569893,""atar"":74.29677419354839,""units"":2,""aggregateContribution"":74.29677419354839,""exclude"":false,""countedUnits"":2},{""id"":1781956727170,""name"":""Mathematics Extension 1"",""percentile"":30.17751479289941,""hsc"":74.98698224852072,""atar"":67.74437869822485,""units"":1,""aggregateContribution"":33.872189349112425,""exclude"":false,""countedUnits"":1},{""id"":1781956667295,""name"":""Physics"",""percentile"":46.21848739495798,""hsc"":72.18487394957984,""atar"":61.09243697478992,""units"":2,""aggregateContribution"":61.09243697478992,""exclude"":false,""countedUnits"":2},{""id"":1781956491105,""name"":""Mathematics Advanced"",""percentile"":30.17751479289941,""hsc"":67.62366863905325,""atar"":58.32899408284023,""units"":2,""aggregateContribution"":58.32899408284023,""exclude"":false,""countedUnits"":2}]",0,20/6/2026 12:01
35,31,26,485.95466666666664,"[{""id"":1781957904930,""name"":""Mathematics Extension 1"",""percentile"":79.5,""hsc"":93.2,""atar"":91.18,""units"":1,""aggregateContribution"":45.59,""exclude"":false,""countedUnits"":1},{""id"":1781957572794,""name"":""Chemistry"",""percentile"":89.5,""hsc"":89.8,""atar"":86.94666666666667,""units"":2,""aggregateContribution"":86.94666666666667,""exclude"":false,""countedUnits"":2},{""id"":1781957594351,""name"":""Engineering Studies"",""percentile"":93.5,""hsc"":92.85,""atar"":86.48,""units"":2,""aggregateContribution"":86.48,""exclude"":false,""countedUnits"":2},{""id"":1781957908399,""name"":""Mathematics Advanced"",""percentile"":79.5,""hsc"":90.5,""atar"":80.2,""units"":2,""aggregateContribution"":80.2,""exclude"":false,""countedUnits"":2},{""id"":1781957792096,""name"":""Physics"",""percentile"":77.5,""hsc"":85.16666666666667,""atar"":79,""units"":2,""aggregateContribution"":79,""exclude"":false,""countedUnits"":2},{""id"":1781957727666,""name"":""English Extension 1"",""percentile"":47,""hsc"":85.72,""atar"":72.372,""units"":1,""aggregateContribution"":36.186,""exclude"":false,""countedUnits"":1},{""id"":1781957690441,""name"":""English Advanced"",""percentile"":64,""hsc"":84.888,""atar"":71.55199999999999,""units"":2,""aggregateContribution"":71.55199999999999,""exclude"":false,""countedUnits"":2}]",0,20/6/2026 12:19
38,27,95,402.92326275632973,"[{""id"":1780351627280,""name"":""Mathematics Extension 1"",""percentile"":83.4319526627219,""hsc"":94.24852071005917,""atar"":92.38579881656806,""units"":1,""aggregateContribution"":46.19289940828403,""exclude"":false,""countedUnits"":1},{""id"":1780351624897,""name"":""Mathematics Advanced"",""percentile"":83.4319526627219,""hsc"":91.81065088757397,""atar"":82.29704142011835,""units"":2,""aggregateContribution"":82.29704142011835,""exclude"":false,""countedUnits"":2},{""id"":1780351601036,""name"":""English Advanced"",""percentile"":63.888888888888886,""hsc"":84.86666666666667,""atar"":71.48888888888888,""units"":2,""aggregateContribution"":71.48888888888888,""exclude"":false,""countedUnits"":2},{""id"":1780351621081,""name"":""Physics"",""percentile"":57.98319327731092,""hsc"":77.19327731092437,""atar"":66.98151260504201,""units"":2,""aggregateContribution"":66.98151260504201,""exclude"":false,""countedUnits"":2},{""id"":1780351607150,""name"":""Chemistry"",""percentile"":22.916666666666664,""hsc"":61.55,""atar"":57.975,""units"":2,""aggregateContribution"":57.975,""exclude"":false,""countedUnits"":2},{""id"":1780351603968,""name"":""English Extension 1"",""percentile"":5.063291139240511,""hsc"":53.84810126582279,""atar"":52.41012658227848,""units"":1,""aggregateContribution"":26.20506329113924,""exclude"":false,""countedUnits"":1},{""id"":1780351609367,""name"":""Biology"",""percentile"":37.142857142857146,""hsc"":67.38285714285715,""atar"":51.78285714285714,""units"":2,""aggregateContribution"":51.78285714285714,""exclude"":false,""countedUnits"":2}]",0,21/6/2026 5:56
42,9,150,348.48199999999997,"[{""id"":1782044039398,""name"":""English Extension 1"",""percentile"":99,""hsc"":99.4,""atar"":98.78,""units"":1,""aggregateContribution"":49.39,""exclude"":false,""countedUnits"":1},{""id"":1782044062120,""name"":""English Advanced"",""percentile"":99,""hsc"":99.1,""atar"":98.52,""units"":2,""aggregateContribution"":98.52,""exclude"":false,""countedUnits"":2},{""id"":1782044146346,""name"":""Economics"",""percentile"":40,""hsc"":72.4,""atar"":60.239999999999995,""units"":2,""aggregateContribution"":60.239999999999995,""exclude"":false,""countedUnits"":2},{""id"":1782044134360,""name"":""Business Studies"",""percentile"":67,""hsc"":81.376,""atar"":59.632000000000005,""units"":2,""aggregateContribution"":59.632000000000005,""exclude"":false,""countedUnits"":2},{""id"":1782044078114,""name"":""Mathematics Extension 1"",""percentile"":10,""hsc"":58.28,""atar"":55.88,""units"":1,""aggregateContribution"":27.94,""exclude"":false,""countedUnits"":1},{""id"":1782044127097,""name"":""Mathematics Advanced"",""percentile"":10,""hsc"":55.84,""atar"":52.76,""units"":2,""aggregateContribution"":52.76,""exclude"":false,""countedUnits"":2}]",0,21/6/2026 12:16
48,3,31,506.6933333333333,"[{""id"":1781945179944,""name"":""English Advanced"",""percentile"":95,""hsc"":95.5,""atar"":92.6,""units"":2,""aggregateContribution"":92.6,""exclude"":false,""countedUnits"":2},{""id"":1781945200327,""name"":""Mathematics Extension 1"",""percentile"":79,""hsc"":93.06666666666666,""atar"":91.02666666666667,""units"":1,""aggregateContribution"":45.513333333333335,""exclude"":false,""countedUnits"":1},{""id"":1781945196344,""name"":""English Extension 1"",""percentile"":88,""hsc"":93.73333333333333,""atar"":87,""units"":1,""aggregateContribution"":43.5,""exclude"":false,""countedUnits"":1},{""id"":1781947160693,""name"":""Chemistry"",""percentile"":88,""hsc"":89.2,""atar"":86.18666666666667,""units"":2,""aggregateContribution"":86.18666666666667,""exclude"":false,""countedUnits"":2},{""id"":1782079027897,""name"":""Physics"",""percentile"":85,""hsc"":88.66666666666667,""atar"":83.2,""units"":2,""aggregateContribution"":83.2,""exclude"":false,""countedUnits"":2},{""id"":1781945193643,""name"":""Mathematics Advanced"",""percentile"":79,""hsc"":90.33333333333333,""atar"":79.93333333333334,""units"":2,""aggregateContribution"":79.93333333333334,""exclude"":false,""countedUnits"":2},{""id"":1782079053580,""name"":""Business Studies"",""percentile"":87,""hsc"":88.8,""atar"":75.76,""units"":2,""aggregateContribution"":75.76,""exclude"":false,""countedUnits"":2}]",0,21/6/2026 21:58
49,207,33,499.3227021219447,"[{""id"":1782084234528,""name"":""Mathematics Advanced"",""percentile"":100,""hsc"":100,""atar"":100,""units"":2,""aggregateContribution"":100,""exclude"":false,""countedUnits"":2},{""id"":1782084236612,""name"":""Mathematics Extension 1"",""percentile"":100,""hsc"":100,""atar"":100,""units"":1,""aggregateContribution"":50,""exclude"":false,""countedUnits"":1},{""id"":1782084242179,""name"":""Physics"",""percentile"":96.63865546218487,""hsc"":96.97478991596638,""atar"":95.29411764705883,""units"":2,""aggregateContribution"":95.29411764705883,""exclude"":false,""countedUnits"":2},{""id"":1782084248379,""name"":""Economics"",""percentile"":96,""hsc"":96.4,""atar"":94.4,""units"":2,""aggregateContribution"":94.4,""exclude"":false,""countedUnits"":2},{""id"":1782084239962,""name"":""English Advanced"",""percentile"":65.29680365296804,""hsc"":85.13698630136986,""atar"":72.28858447488585,""units"":2,""aggregateContribution"":72.28858447488585,""exclude"":false,""countedUnits"":2},{""id"":1782084245746,""name"":""English Extension 1"",""percentile"":30,""hsc"":72.8,""atar"":64.28,""units"":1,""aggregateContribution"":32.14,""exclude"":false,""countedUnits"":1},{""id"":1782084259397,""name"":""Chinese Continuers"",""percentile"":16.666666666666664,""hsc"":62.33333333333333,""atar"":55.199999999999996,""units"":2,""aggregateContribution"":55.199999999999996,""exclude"":false,""countedUnits"":2}]",0,21/6/2026 23:25
63,51,32,447.6926253,"[{""id"":1782103333059,""name"":""Mathematics Extension 1"",""percentile"":92.3076923076923,""hsc"":96.92307692307692,""atar"":95.6923076923077,""units"":1,""aggregateContribution"":47.84615384615385,""exclude"":false,""countedUnits"":1},{""id"":1782169613847,""name"":""Physics"",""percentile"":96.42857142857143,""hsc"":96.78571428571429,""atar"":95,""units"":2,""aggregateContribution"":95,""exclude"":false,""countedUnits"":2},{""id"":1782169947732,""name"":""Mathematics Advanced"",""percentile"":92.3076923076923,""hsc"":95.38461538461539,""atar"":89.07692307692308,""units"":2,""aggregateContribution"":89.07692307692308,""exclude"":false,""countedUnits"":2},{""id"":1782169656457,""name"":""Chemistry"",""percentile"":57.14285714285714,""hsc"":77.71428571428571,""atar"":70.88571428571429,""units"":2,""aggregateContribution"":70.88571428571429,""exclude"":false,""countedUnits"":2},{""id"":1782169684045,""name"":""English Extension 1"",""percentile"":31.645569620253166,""hsc"":74.0506329113924,""atar"":65.0632911392405,""units"":1,""aggregateContribution"":32.53164556962025,""exclude"":false,""countedUnits"":1},{""id"":1782103367105,""name"":""English Advanced"",""percentile"":35.18518518518518,""hsc"":72.65925925925926,""atar"":59.57037037037037,""units"":2,""aggregateContribution"":59.57037037037037,""exclude"":false,""countedUnits"":2},{""id"":1782169702234,""name"":""Software Engineering"",""percentile"":40.90909090909091,""hsc"":70.61818181818182,""atar"":52.78181818181818,""units"":2,""aggregateContribution"":52.78181818181818,""exclude"":false,""countedUnits"":2}]",0,22/6/2026 23:13
67,34,63,431.73476666666664,"[{""id"":1780530228583,""name"":""Mathematics Extension 1"",""percentile"":89,""hsc"":95.73333333333333,""atar"":94.09333333333333,""units"":1,""aggregateContribution"":47.04666666666667,""exclude"":false,""countedUnits"":1},{""id"":1780530224397,""name"":""Mathematics Advanced"",""percentile"":89,""hsc"":93.66666666666667,""atar"":85.26666666666667,""units"":2,""aggregateContribution"":85.26666666666667,""exclude"":false,""countedUnits"":2},{""id"":1780530201489,""name"":""English Advanced"",""percentile"":78,""hsc"":87.8,""atar"":79.28,""units"":2,""aggregateContribution"":79.28,""exclude"":false,""countedUnits"":2},{""id"":1780530218418,""name"":""Geography"",""percentile"":85,""hsc"":89,""atar"":76.73333333333333,""units"":2,""aggregateContribution"":76.73333333333333,""exclude"":false,""countedUnits"":2},{""id"":1780530179953,""name"":""Chemistry"",""percentile"":46.875,""hsc"":73.625,""atar"":66.3125,""units"":2,""aggregateContribution"":66.3125,""exclude"":false,""countedUnits"":2},{""id"":1780530195782,""name"":""Engineering Studies"",""percentile"":38.7,""hsc"":68.2664,""atar"":51.8576,""units"":2,""aggregateContribution"":51.8576,""exclude"":false,""countedUnits"":2},{""id"":1780530211431,""name"":""English Extension 1"",""percentile"":1,""hsc"":50.76,""atar"":50.476,""units"":1,""aggregateContribution"":25.238,""exclude"":false,""countedUnits"":1}]",0,22/6/2026 23:43
81,93,25,484.4132719740086,"[{""id"":1780727249861,""name"":""English Extension 1"",""percentile"":99.40476190476191,""hsc"":99.64285714285715,""atar"":99.27380952380953,""units"":1,""aggregateContribution"":49.636904761904766,""exclude"":false,""countedUnits"":1},{""id"":1780727254627,""name"":""English Advanced"",""percentile"":98.57142857142858,""hsc"":98.71428571428572,""atar"":97.8857142857143,""units"":2,""aggregateContribution"":97.8857142857143,""exclude"":false,""countedUnits"":2},{""id"":1780727257952,""name"":""Mathematics Advanced"",""percentile"":97.91666666666666,""hsc"":98.75,""atar"":97.04166666666666,""units"":2,""aggregateContribution"":97.04166666666666,""exclude"":false,""countedUnits"":2},{""id"":1780727247219,""name"":""Chemistry"",""percentile"":65.625,""hsc"":80.7,""atar"":75.025,""units"":2,""aggregateContribution"":75.025,""exclude"":false,""countedUnits"":2},{""id"":1780727268398,""name"":""Economics"",""percentile"":67.74193548387098,""hsc"":84.38709677419355,""atar"":73.44516129032257,""units"":2,""aggregateContribution"":73.44516129032257,""exclude"":false,""countedUnits"":2},{""id"":1780727243602,""name"":""Biology"",""percentile"":64.47368421052632,""hsc"":78.9578947368421,""atar"":62.3578947368421,""units"":2,""aggregateContribution"":62.3578947368421,""exclude"":false,""countedUnits"":2},{""id"":1780727264099,""name"":""Studies of Religion 1-unit"",""percentile"":54.65116279069768,""hsc"":79.16279069767441,""atar"":58.04186046511628,""units"":1,""aggregateContribution"":29.02093023255814,""exclude"":false,""countedUnits"":1}]",0,25/6/2026 1:35
69,97,124,387.63196484990374,"[{""id"":1781142487345,""name"":""Studies of Religion 2-unit"",""percentile"":83.69565217391303,""hsc"":88.31884057971014,""atar"":76.71304347826086,""units"":2,""aggregateContribution"":76.71304347826086,""exclude"":false,""countedUnits"":2},{""id"":1781142555489,""name"":""English Extension 1"",""percentile"":48.10126582278481,""hsc"":86.55696202531647,""atar"":72.89620253164557,""units"":1,""aggregateContribution"":36.448101265822785,""exclude"":false,""countedUnits"":1},{""id"":1781142480274,""name"":""Legal Studies"",""percentile"":80.55555555555556,""hsc"":87.85185185185185,""atar"":72.87407407407407,""units"":2,""aggregateContribution"":72.87407407407407,""exclude"":false,""countedUnits"":2},{""id"":1781142475351,""name"":""Mathematics Advanced"",""percentile"":47.61904761904761,""hsc"":77.80952380952381,""atar"":63.14285714285714,""units"":2,""aggregateContribution"":63.14285714285714,""exclude"":false,""countedUnits"":2},{""id"":1781142467499,""name"":""English Advanced"",""percentile"":44.44444444444444,""hsc"":78.62222222222222,""atar"":62.08888888888889,""units"":2,""aggregateContribution"":62.08888888888889,""exclude"":false,""countedUnits"":2},{""id"":1781142548880,""name"":""Biology"",""percentile"":30,""hsc"":64.04,""atar"":51.44,""units"":2,""aggregateContribution"":51.44,""exclude"":false,""countedUnits"":2},{""id"":1781142535177,""name"":""PDHPE"",""percentile"":56.25,""hsc"":76.69999999999999,""atar"":49.85,""units"":2,""aggregateContribution"":49.85,""exclude"":false,""countedUnits"":1}]",0,23/6/2026 0:53
70,15,11,514.3359602518693,"[{""id"":1782182619445,""name"":""English Extension 1"",""percentile"":98.80952380952381,""hsc"":99.28571428571429,""atar"":98.54761904761905,""units"":1,""aggregateContribution"":49.273809523809526,""exclude"":false,""countedUnits"":1},{""id"":1782182601715,""name"":""Mathematics Extension 1"",""percentile"":97.14285714285714,""hsc"":98.85714285714286,""atar"":98.4,""units"":1,""aggregateContribution"":49.2,""exclude"":false,""countedUnits"":1},{""id"":1782182598980,""name"":""Mathematics Advanced"",""percentile"":97.14285714285714,""hsc"":98.28571428571428,""atar"":95.94285714285714,""units"":2,""aggregateContribution"":95.94285714285714,""exclude"":false,""countedUnits"":2},{""id"":1782182616161,""name"":""English Advanced"",""percentile"":93.80952380952381,""hsc"":94.42857142857143,""atar"":90.83809523809524,""units"":2,""aggregateContribution"":90.83809523809524,""exclude"":false,""countedUnits"":2},{""id"":1782182594730,""name"":""Business Studies"",""percentile"":91.66666666666666,""hsc"":91.66666666666666,""atar"":81.99999999999999,""units"":2,""aggregateContribution"":81.99999999999999,""exclude"":false,""countedUnits"":2},{""id"":1782182612880,""name"":""Chemistry"",""percentile"":65.625,""hsc"":80.7,""atar"":75.025,""units"":2,""aggregateContribution"":75.025,""exclude"":false,""countedUnits"":2},{""id"":1782182607114,""name"":""Physics"",""percentile"":66.11570247933885,""hsc"":80.44628099173553,""atar"":72.05619834710744,""units"":2,""aggregateContribution"":72.05619834710744,""exclude"":false,""countedUnits"":2}]",0,23/6/2026 2:44
72,91,27,478.6609282290694,"[{""id"":1782183346329,""name"":""Chemistry"",""percentile"":88.88888888888889,""hsc"":89.55555555555556,""atar"":86.63703703703703,""units"":2,""aggregateContribution"":86.63703703703703,""exclude"":false,""countedUnits"":2},{""id"":1782184675453,""name"":""Mathematics Extension 1"",""percentile"":64.35,""hsc"":91.7444,""atar"":85.36959999999999,""units"":1,""aggregateContribution"":42.684799999999996,""exclude"":false,""countedUnits"":1},{""id"":1782183356425,""name"":""English Extension 1"",""percentile"":75,""hsc"":92,""atar"":81.8,""units"":1,""aggregateContribution"":40.9,""exclude"":false,""countedUnits"":1},{""id"":1782183342998,""name"":""Business Studies"",""percentile"":91.42857142857143,""hsc"":91.42857142857143,""atar"":81.4857142857143,""units"":2,""aggregateContribution"":81.4857142857143,""exclude"":false,""countedUnits"":2},{""id"":1782183371477,""name"":""Physics"",""percentile"":77.31092436974791,""hsc"":85.07843137254902,""atar"":78.89411764705882,""units"":2,""aggregateContribution"":78.89411764705882,""exclude"":false,""countedUnits"":2},{""id"":1782183360122,""name"":""English Advanced"",""percentile"":72.22222222222221,""hsc"":86.46666666666667,""atar"":76.22222222222221,""units"":2,""aggregateContribution"":76.22222222222221,""exclude"":false,""countedUnits"":2},{""id"":1782183364869,""name"":""Mathematics Advanced"",""percentile"":64.35185185185186,""hsc"":84.82592592592593,""atar"":71.83703703703704,""units"":2,""aggregateContribution"":71.83703703703704,""exclude"":false,""countedUnits"":2}]",0,23/6/2026 3:18
75,57,112,403.4228205977732,"[{""id"":1782184738800,""name"":""Mathematics Extension 1"",""percentile"":57.738095238095234,""hsc"":91.58571428571429,""atar"":82.61904761904762,""units"":1,""aggregateContribution"":41.30952380952381,""exclude"":false,""countedUnits"":1},{""id"":1782184758481,""name"":""Legal Studies"",""percentile"":85.29411764705883,""hsc"":89.43137254901961,""atar"":76.34901960784313,""units"":2,""aggregateContribution"":76.34901960784313,""exclude"":false,""countedUnits"":2},{""id"":1782184862918,""name"":""English Extension 1"",""percentile"":50,""hsc"":88,""atar"":73.8,""units"":1,""aggregateContribution"":36.9,""exclude"":false,""countedUnits"":1},{""id"":1782184732647,""name"":""Business Studies"",""percentile"":80,""hsc"":86,""atar"":69.60000000000001,""units"":2,""aggregateContribution"":69.60000000000001,""exclude"":false,""countedUnits"":2},{""id"":1782184736147,""name"":""Mathematics Advanced"",""percentile"":57.738095238095234,""hsc"":82.23333333333333,""atar"":68.13333333333333,""units"":2,""aggregateContribution"":68.13333333333333,""exclude"":false,""countedUnits"":2},{""id"":1782184824149,""name"":""Economics"",""percentile"":31.182795698924725,""hsc"":67.46236559139786,""atar"":57.982795698924726,""units"":2,""aggregateContribution"":57.982795698924726,""exclude"":false,""countedUnits"":2},{""id"":1782184790384,""name"":""English Advanced"",""percentile"":11.574074074074069,""hsc"":57.4537037037037,""atar"":53.148148148148145,""units"":2,""aggregateContribution"":53.148148148148145,""exclude"":false,""countedUnits"":2}]",0,23/6/2026 3:24
